CODE,Title,Year,Primary Objective,Secondary Objectives,Beneficiaries,Creative Approach,Financial Resources,Business Model,Human Resources,Entity Types,Competences,ICH Domain,ICH Elements,Data Source,Data Type,Capturing Technologies,Representation Technologies,Digitization Output,Dissemination Technologies,Fruition Output
31,Swapmuseum,2016,Stakeholders connection,Skill development and capacity building,Younger generations,Participation,Hybrid Funding Model,Free Access Model,Community Engagement Manager,Cultural Association,Community Engagement,Oral traditions and expressions,Community action,Archive entry,Video,2D acquisition,,"Collection of images, videos, and stories related to the museum and the local community",Social Media,Participatory initiative
31,Swapmuseum,2016,,,,,,,Social Media Manager,Museum,,,,,,,,,,
32,Comuniterràe,2017,Documentation,Local community engagement,Local communities,Participation,Hybrid Funding Model,Free Access Model,Project Manager,Cultural Association,Pattern Design,"Social practices, rituals and festive events",Community action,Oral knowledge,Pictures,2D acquisition,Database system,"Digital archive of pictures, stories, knowledge related to the community costums",Web platform,Participatory initiative
32,Comuniterràe,2017,Community mapping,,,,,,Map Illustrator,Community Foundation,Storytelling,,Memories,Photos,,,,,,
32,Comuniterràe,2017,Celebration,Reinforcing community identity,Policy makers,Storytelling,,,Community Facilitator,National park,Community Engagement,Oral traditions and expressions,Festivals,Local histories,Oral knowledge,,Annotation software,,,Digital archive
32,Comuniterràe,2017,Community empowerment,Cultural revitalization,,,,,Cultural Heritage Specialist,Regional Government,Heritage Documentation,,Cultural identity,Community traditions,Text,,Vector graphic software,,,
32,Comuniterràe,2017,Cultural identity preservation,,,,,,Communication Officer,Community,Qualitative Research,,Food production,Festivals,,,,,,
32,Comuniterràe,2017,,,,,,,,,,,Myths,,,,,,,
33,Tacit Dialogues,2019-2022,,,,,,,Researcher,Glassmaking Studio,Historical Research,,Engraving,,,,,,,
33,Tacit Dialogues,2019-2022,,,,,,,Art Historian,Visual Artist,Audio-Visual Media Creation,,Craft workers,,,,,,,
33,Tacit Dialogues,2019-2022,Research,Public engagement,Learners,Materialization,,,Glass Producer,Contemporary Artist,,,,Artisan movements,Audio,Audio recording,Motion data analysis tools,Motion data of glassblowing techniques,Motion Graphic Software,
33,Tacit Dialogues,2019-2022,,Artistic collaboration,Artisans,Translation,Hybrid Funding Model,Free Access Model,,Designer,Glassblowing,Traditional craftsmanship,Glass art,Glassblowing live performances,Motion data,Motion detection systems,Visual processing software,Visual and sonic data archives,3D printed artefacts,ICH-inspired artefact
33,Tacit Dialogues,2019-2022,Remix and reinterpretation,,General public,,,,Industrial Designer,Artistic associates to Art Schools,Production Planning,,Technical skills,,,,,,,
33,Tacit Dialogues,2019-2022,,,,,,,,Design studio,Resource Planning,,Silver artefacts,,,,,,,
33,Tacit Dialogues,2019-2022,Preservation,,Researchers and Scholars,,,,,Digital Fabrication Artist,Storytelling,,Apprenticeship,Sound and visual interactions,Visual data,Video recording,Sound analysis software,,,
33,Tacit Dialogues,2019-2022,,,,,,,Visual Artist,Glass sculptor,,,Traditional tools,,,,,,,
33,Tacit Dialogues,2019-2022,,,,,,,,,,,Creative thinking,,,,,,,
33,Tacit Dialogues,2019-2022,,,,,,,,,,,,,,,,,,
33,Tacit Dialogues,2019-2022,,,,,,,,,,,,,,,,,,
34,Cyberknitics,2016,Experimentation,Community engagement,Makers,Magnification,,,,,Coding,,Technical skills,Artisan movements,,Microcontrollers,Motion data translation systems,,Motion-activated system,
34,Cyberknitics,2016,Remix and reinterpretation,Artistic innovation,Artisans,Translation,Self-Funded,,Knitter,Graphic Designer,Space & Product Design Integration,Traditional craftsmanship,Craft workers,Knitting gestures,Motion data,Motion capture system,Physical Computing,Syncronized electronic system turning movements into sound,Microcontroller,Immersive live performance
34,Cyberknitics,2016,,,,Synesthesia,,,,Creative Technologist,,,Handicrafts,,,,Audio processing,,Microphones,
34,Cyberknitics,2016,,,,,,,,,,,Apprenticeship,,,,,,,
34,Cyberknitics,2016,,,,,,,,,,,Knitting techniques,,,,,,,
34,Cyberknitics,2016,,,,,,,,,,,Textile art,,,,,,,
34,Cyberknitics,2016,,,,,,,,,,,Technical tools,,,,,,,
35,Kaarigari,2020,Preservation,,General public,,,,Textile Digital manufacturer,Maker laboratory,Textile Fabrication,,Handicrafts,Weaving patterns,,Photography,,,,
35,Kaarigari,2020,Celebration,Visibility and recognition,Artisans,Translation,Institutional support,,Designer,Designer,Digital Media Handling,Traditional craftsmanship,Craft workers,Block printing techniques,Motion data,Motion detection systems,Motion analysis tools,Motion data clouds of block printing,Digital pattern making software,ICH-inspired artefact
35,Kaarigari,2020,Visibility and reputation,Contemporary design integration,Local communities,Materialization,,,Hand-block Printing Artisan,Hand-block Printing Artisan,Translation,,Technical skills,Artisan movements,,Video recording,Pattern generation software,Digitized patterns,Textile digital manufacturing,
35,Kaarigari,2020,,,,,,,,,,,Apprenticeship,,,,,,,
35,Kaarigari,2020,,,,,,,,,,,Wood artefacts,,,,,,,
35,Kaarigari,2020,,,,,,,,,,,Engraving,,,,,,,
35,Kaarigari,2020,,,,,,,,,,,Wood working,,,,,,,
35,Kaarigari,2020,,,,,,,,,,,Textile art,,,,,,,
35,Kaarigari,2020,,,,,,,,,,,Technical tools,,,,,,,
35,Kaarigari,2020,,,,,,,,,,,Drawings,,,,,,,
36,La Baguette stamp,2024,,Public engagement,ICH Curious,Materialization,,,Technology expert,Printing Press,Digital Illustration,Traditional craftsmanship,Breadmaking,Historical references,Visual design,,,,,
36,La Baguette stamp,2024,,,,,,,,,,,Social inclusion,,,,,,,
36,La Baguette stamp,2024,,,Enthusiasts,,,,Distributor,Illustrator,Machine Learning,,Contests,Bread memory archetypes,Scent data,,,,,
36,La Baguette stamp,2024,Celebration,Promotion of national identity,National inhabitants,Synesthesia,Publicly Funded,B2C,Illustrator,National Postal Company,App Design & Dev.,"Social practices, rituals and festive events",Apprenticeship,Cultural symbols,Object/artefact,Microencapsulation scent,Vector graphic software,Digital illustration and cooked break microencapsulated scent,Scratch and sniff printing,ICH-inspired artefact
36,La Baguette stamp,2024,,,Collectors,,,,,Microencapsulation Technologies company,,,Creative thinking,,,,,,,
36,La Baguette stamp,2024,,,Tourists,,,,,,,,Everyday life,,,,,,,
36,La Baguette stamp,2024,,,,,,,,,,,Fermentation techniques,,,,,,,
36,La Baguette stamp,2024,,,,,,,,,,,Bread smell,,,,,,,
36,La Baguette stamp,2024,,,,,,,,,,,Food customs,,,,,,,
36,La Baguette stamp,2024,,,,,,,,,,,Food preparation,,,,,,,
36,La Baguette stamp,2024,,,,,,,,,,,Handicrafts,,,,,,,
36,La Baguette stamp,2024,,,,,,,,,,,Bakeries,,,,,,,
36,La Baguette stamp,2024,,,,,,,,,,,Cooking tools,,,,,,,
36,La Baguette stamp,2024,,,,,,,,,,,Technical skills,,,,,,,
37,Fabric Museum: TextLoom,2023,Remix and reinterpretation,Interactive engagement,Museum audience,Simulation,Academic Institutional Support,,Graphic Designer,Graphic Designer,Brand Management,"Social practices, rituals and festive events",Craft workers,Craftsmen Know-how,Motion data,Pressure sensors,Vector graphic software,ICH-inspired movements,Projection Mapping,Interactive exhibition
37,Fabric Museum: TextLoom,2023,Experimentation,Educational outreach,,Storytelling,,,Museum curator,Private Art University Educators,Generative Design,Traditional craftsmanship,Technical skills,Keywords writing movements,,Slider sensors,Generative art software,Syncronized electronic system turning movements into visuals and sound,Motion-activated system,
37,Fabric Museum: TextLoom,2023,,,,,,,Researcher,Museum,,,Handicrafts,,,,Integrated Development Environment (IDE),,,
37,Fabric Museum: TextLoom,2023,,,,,,,,,,,Apprenticeship,,,,Physical Computing,,,
37,Fabric Museum: TextLoom,2023,,,,,,,,,,,Textile art,,,,Mapping tools,,,
37,Fabric Museum: TextLoom,2023,,,,,,,,,,,Technical tools,,,,Audio processing,,,
37,Fabric Museum: TextLoom,2023,,,,,,,,,,,Weaving,,,,,,,
38,Weaving Time,2019-2020,Preservation,Edutainment,,Gamification,,,Software Developer,History Museum,Concept Design,,Technical skills,Photographs of Inca textiles and costumes,Pictures,Annotation system,Vector graphic software,Syncronized electronic system turning movements into visuals and sound,Motion-activated system,ICH-inspired artefact
38,Weaving Time,2019-2020,Celebration,,,,,,Electrical engineer,Museum Exhibit Manufacturer,Exhibition Design,,Handicrafts,,Metadata,,,,,
38,Weaving Time,2019-2020,,,,,,,Lighting Engineer,Experience Design Studio,Graphic Design,,Apprenticeship,,,,,,,
38,Weaving Time,2019-2020,Remix and reinterpretation,Interactive engagement,Museum audience,Simulation,Publicly Funded,B2C,Project Manager,Marketing Agency,Interactive Installation,Traditional craftsmanship,Craft workers,Weaving patterns,Visual patterns,2D acquisition,Image editing software,ICH-inspired digitized pattern tiles,Screen-based display,Interactive exhibition
38,Weaving Time,2019-2020,,,,,,,,Lighting Design Consultancy Company,,,Textile art,,,,,,,
38,Weaving Time,2019-2020,,,,,,,,,,,Technical tools,,,,,,,
38,Weaving Time,2019-2020,,,,,,,,,,,Traditional Inca weaving patterns,,,,,,,
39,Design philology,2023,Visibility and reputation,Interactive engagement,Learners,Digital twinning,,,Project Coordinator,,Archival Research,"Social practices, rituals and festive events",Cultural identity,Interviews,Pictures,Video recording,Archival systems,Curated timelines and narratives,,Participatory initiative
39,Design philology,2023,Celebration,Educational outreach,Educational institutions,Participation,Publicly Funded,Free Access Model,Scientific curators,Educational Institution,Documentation Research,Oral traditions and expressions,Collective memory,Archive entry,Text,2D acquisition,Database system,Database of structured historical and contemporary data related to the Design department,Web platform,Digital archive
39,Design philology,2023,,,,,,,Web designers,University research center,Exhibition Design,,Storytelling,Letters,Video,,,,,
39,Design philology,2023,,Collaborative partnerships,Local communities,,,,Communication Officer,,Branding,,Oral history,Historical documentation,Audio,Audio recording,Vector graphic software,,,
39,Design philology,2023,,,,,,,Web developer,,,,Everyday life,Institutional reports,,,,,,
39,Design philology,2023,,,,,,,Video-testimonial designers,,,,Student participation,Photos,,,,,,
39,Design philology,2023,,,,,,,Video Producer,,,,Teachers,Historical videos,,,,,,
39,Design philology,2023,,,,,,,Voiceover Artist,,,,,Drawings and sketches,,,,,,
39,Design philology,2023,,,,,,,Technical support teams,,,,,,,,,,,
39,Design philology,2023,,,,,,,Alumni Contributors,,,,,,,,,,,
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,,,,,,,AR Developer,Non-governmental Cultural Foundation,AI/AR/VR Integration,Oral traditions and expressions,,,,,,,,
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,Stakeholders connection,Skill development and capacity building,,,,,Data Scientist,Creative Agency,Data Analysis,"Social practices, rituals and festive events",Urban spaces,Images and videos,Video,Text editing software,,,Natural Language Processing (NLP),
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,,,,,,,Software Engineer,Cultural Mediation and Education Company,Software Development,,,,,,,,,
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,Community empowerment,Cultural heritage accessibility,General public,Facilitation,,,Cultural Heritage Specialist,Technology Research Center,Heritage Analysis,,Collective memory,User-generated stories,Pictures,2D acquisition,,,Augmented Reality (AR),Digital tools
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,,,,,,,Interaction Designer,Research and Production Agency,Interactive Installation,,,,,,,,,
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,,,,,,,ICT Specialist,Public Scientific and Technological Organization,IT Systems Maintenance,,,,Location,,,,,
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,,,,,,,Heritage Data Curator,Non-profit Research Association,Microencapsulation,,,,,,,,,
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,,,,,,,App Developer,Educational Institution,Kinematic Analysis & Evaluation,,,,,,,,,
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,,,,,,,Community Engagement Manager,University research center,Audio-Visual Post-Production,,,,,,,,,
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,Accessibility,Community engagement,Marginalized communities,Crowdsourcing,Publicly Funded,Free Access Model,Project Coordinator,Research Organization,Project Coordination,,Monument history,TCH Documentation,Text,GPS,Knowledge Graph system,Enabling infrastructure for mobile app combining geolocated information and multumedia contents,Mobile App,Participatory initiative
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,,,,,,,Ethnographer,European Cultural Network,Machine Learning,,,ICH Documentation,,,,,,
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,Social inclusion,,,,,,AI Specialist,Business Consulting Firm,Machine Translation,,Storytelling,,User narratives,,,,Digital camera,
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,,,,,,,UX/UI Designer,Cultural Management Center,UX/UI Design,,,,,,,,,
40,MEMEX. MEMories and EXperiences for inclusive digital storytelling,2019-2021,,,,,,,Policy maker,,,,,,,,,,,
41,Réveil des Archives sonores,2014,,Artistic innovation,Musicians,Remix,Publicly Funded,B2B,Sound archivist,Ethnographic Museum,Audio/Sound Design,Performing arts,Music,Collection of phonograms,Audio,Audio recording,Audio processing,Digitized recordings of musical traditions,Audio streaming platforms,Digital archive
41,Réveil des Archives sonores,2014,Celebration,Collaborative partnerships,Enthusiasts,,,,Music Composer,Ethnomusicology Department,Audio/Sound Post-production,,Instrumental music,Metadata,,,,,,Dedicated virtual events
41,Réveil des Archives sonores,2014,,Educational outreach,ICH Curious,,,,Anthropologist,,Ethnographic Research,,Vocal music,Archive entry,,Annotation system,,,,Dedicated physical events
41,Réveil des Archives sonores,2014,Remix and reinterpretation,Public engagement,Cultural institutions,,,B2C,Ethnomusicologist,Musicians,Audio/Sound Installation,,Musical performances,Musical funds,,Audio digitization tools,Database system,,,ICH-inspired artefact
41,Réveil des Archives sonores,2014,,,,,,,Sound Engineer,Sound Artists,,,Musicology,,,,,,,
41,Réveil des Archives sonores,2014,,,General public,,,,Sound Designer,,,,Orchestras,,,,,,,
42,The Living Museum,2024,Edutainment,Personalised curation,Museums,Animation,Donor support,Free Access Model,AI Engineer,,Historical & Literary Research,"Social practices, rituals and festive events",Storytelling,Historical finds,Object/artefact,2D acquisition,Photo-editing software,Digitized archive of historical finds and metadata,Generative AI,Virtual museum
42,The Living Museum,2024,Enhancement,Interactive learning,Digital archivists,Storytelling,,,,,Generative Agents Dev.,Traditional craftsmanship,Collective memory,Artifacts descriptions,Metadata,Annotation system,Database system,,Web platform,Conversational agent
42,The Living Museum,2024,,Remote accessibility,General public,,,,,,,,Past History,Museum curators comments,,,,,,
42,The Living Museum,2024,,,,,,,,,,,Handicrafts,,,,,,,
42,The Living Museum,2024,,,,,,,,,,,Costumes,,,,,,,
42,The Living Museum,2024,,,,,,,,,,,Customs,,,,,,,
43,Planet Word: The First Voice-Activated Museum,2020,,,,,,,Lead Architect,Acoustic Design Consultancy Firm,Historical & Literary Research,,,,,,,,,
43,Planet Word: The First Voice-Activated Museum,2020,,,Marginalized communities,,,,Contents Developers,Exhibition and Media Design studio,Audio-Visual System Installation,,Linguistics,,,Text editing software,,,,
43,Planet Word: The First Voice-Activated Museum,2020,,Artistic collaboration,Schools,,,,Media Producer,,Educational Content Dev.,,Dialects,Historical texts,,Transcription tools,,,,
43,Planet Word: The First Voice-Activated Museum,2020,Celebration,Multilingual representation,Museums,,,Earned income,Media Designer,,Community Impact Evaluation,,Spoken Languages,United States oral traditions,Audio,Audio recording,Multimedia development engines,,Projection Mapping,Museum
43,Planet Word: The First Voice-Activated Museum,2020,Edutainment,Interactive engagement,Younger generations,Participation,Hybrid Funding Model,Philantropic support,Lead Designer,Museum,Game Design,Oral traditions and expressions,Languages,Linguistic resources,Text,2D acquisition,Audio processing,Digitized archive of historical and contemporary records,Voice-activated system,Interactive exhibition
43,Planet Word: The First Voice-Activated Museum,2020,,Educational outreach,Local communities,,,,Media & Software Developers,Architecture Studio,Music Analysis,,Oral history,Books,,Video recording,,,,
43,Planet Word: The First Voice-Activated Museum,2020,,,,,,,Audio-Visual (AV) Integrator,Sound Design Studio,,,,,,,,,,
43,Planet Word: The First Voice-Activated Museum,2020,,,,,,,Architect,Motion Design Studio,,,,,,,,,,
43,Planet Word: The First Voice-Activated Museum,2020,,,,,,,Sound Designer,,,,,,,,,,,
43,Planet Word: The First Voice-Activated Museum,2020,,,,,,,Sound Engineer,,,,,,,,,,,
44,Piccolo Museo del Diario,2013,,,,,,,Architect,,Digital Illustration,,,,,,,,,
44,Piccolo Museo del Diario,2013,,,,,,,Art Director,,Exhibition Design,,,,,,,,,
44,Piccolo Museo del Diario,2013,,,,,,,Interaction Designer,,Graphic Design,,,,,,,,,
44,Piccolo Museo del Diario,2013,Preservation,Interactive engagement,Local communities,Animation,Hybrid Funding Model,Philantropic support,Curator,Cultural Foundation,Archival Storytelling,Oral traditions and expressions,Collective memory,Personal diaries,Text,2D acquisition,Database system,Digitized diary entries and stories,Projection Mapping,Interactive exhibition
44,Piccolo Museo del Diario,2013,,,,,,,Project Manager,Literary Archive,Speech Recognition,,,Books,,,,,,
44,Piccolo Museo del Diario,2013,Accessibility,Educational outreach,Archives,,,Earned income,Creative Director,Multidisciplinary Design Studio,System Architecture Design,,Cultural identity,Letters,Pictures,Audio recording,Archival systems,,Displays,Museum
44,Piccolo Museo del Diario,2013,,,,,,,Technology Officer,,User-Centered Design,,,,,,,,,
44,Piccolo Museo del Diario,2013,Celebration,,Schools,,,,General Manager,,Workflow Management,,,Testimonies,Video,,,,Microphones,
44,Piccolo Museo del Diario,2013,Edutainment,Community engagement,Cultural institutions,,,,Fundraising Manager,,Grant Acquisition,,Oral history,Photos,Audio,Video recording,Multimedia processing and production,,Motion-activated system,
44,Piccolo Museo del Diario,2013,,,,,,,Designer,,,,,,,,,,,
44,Piccolo Museo del Diario,2013,,,,,,,Exhibition Designer,,,,,,,,,,,
44,Piccolo Museo del Diario,2013,,,,,,,Researcher,,,,,,,,,,,
44,Piccolo Museo del Diario,2013,,,,,,,Photographer,,,,,,,,,,,
45,Quantum Temple Path to Alango,2022,,,Global audience,,,,Head of Engineering,,Community Impact Evaluation,,Rituals,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,Marketing,,Content Strategy,,,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,Impact Coordinator,,Cultural Advisory,,Choreography,,,,,,,
45,Quantum Temple Path to Alango,2022,Preservation,Global outreach,Tourists,Matchmaking,,,Anthropologist,Governmental Agency,Ethnographic Research,,Dance,Balinese oral traditions,Video,Video recording,,,Non-Fungible Token (NFT),Participatory initiative
45,Quantum Temple Path to Alango,2022,,,,,,,UI Designer,,Data Analysis,,,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,Local Operations,,Digital Marketing,,,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,Head of Content,,Software Development,,,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,Field Experience Manager,,Mentoring,,,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,UI Lead Designer,,Live Performance Logistics,,,,,,,,,
45,Quantum Temple Path to Alango,2022,Empowerment,Educational outreach,Local authorities,,,,Cultural Practitioner,Tourism Travel Agency,Production Planning,,Masks,Ritual performances,,,,,Web3 platform,
45,Quantum Temple Path to Alango,2022,,,,,,,Graphic Designer,,Project Coordination,,,,,,,,,
45,Quantum Temple Path to Alango,2022,Economic sustainability,Economic sustainability,Indigenous communities,Participation,Donor support,B2C,CEO,Blockchain-powered travel platform,,"Social practices, rituals and festive events",Costumes,Balinese cultural heritage,Audio,Audio recording,Multimedia processing and production,Videos of Balinese culture keepers performing rituals and traditional dances,Blockchain,Digital assets
45,Quantum Temple Path to Alango,2022,,,,,,,Product Analyst Intern,,System Architecture Design,,Balinese cultural heritage,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,Senior Advisor,,UX/UI Design,,,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,Product Strategist,,,,,,,,,,,
45,Quantum Temple Path to Alango,2022,,,Researchers and Scholars,,,,Head of Product,Blockchain Technologies Company,Technical Support,,Instrumental music,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,Project Manager,,,,,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,Full Stack Engineer,,,,,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,IT Architect,,,,,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,Head of Operations,,,,,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,Administrative Manager,,,,,,,,,,,
45,Quantum Temple Path to Alango,2022,,,,,,,Accountant,,,,,,,,,,,
46,Quantum Temple Passport,2021,,,Global audience,,,,Head of Engineering,,Community Impact Evaluation,,Rituals,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,Marketing,,Content Strategy,,,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,Impact Coordinator,,Cultural Advisory,,Choreography,,,,,,,
46,Quantum Temple Passport,2021,Preservation,Global outreach,Tourists,Matchmaking,,,Anthropologist,Governmental Agency,Ethnographic Research,,Dance,Ritual performances,Video,,,,Web3 platform,Participatory initiative
46,Quantum Temple Passport,2021,,,,,,,UI Designer,,Data Analysis,,,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,Local Operations,,Digital Marketing,,,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,Head of Content,,Software Development,,,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,Field Experience Manager,,Mentoring,,,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,UI Lead Designer,,Live Performance Logistics,,,,,,,,,
46,Quantum Temple Passport,2021,,,Local authorities,,,,Cultural Practitioner,Tourism Travel Agency,Production Planning,,Masks,Community projects,,,,,Cryptocurrencies,
46,Quantum Temple Passport,2021,,,,,,,Graphic Designer,,Project Coordination,,,,,,,,,
46,Quantum Temple Passport,2021,Economic sustainability,Community engagement,Indigenous communities,Participation,Publicly Funded,B2C,CEO,Blockchain-powered travel platform,,"Social practices, rituals and festive events",Costumes,Balinese oral traditions,Audio,Text editing software,Database system,A collection of community projects and fund requests,Blockchain,Digital assets
46,Quantum Temple Passport,2021,,,,,,,Product Analyst Intern,,System Architecture Design,,,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,Senior Advisor,,,,,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,Product Strategist,,UX/UI Design,,,,,,,,,
46,Quantum Temple Passport,2021,,,Researchers and Scholars,,,,Head of Product,Blockchain Technologies Company,Technical Support,,Instrumental music,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,Project Manager,,,,,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,Full Stack Engineer,,,,,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,IT Architect,,,,,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,Head of Operations,,,,,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,Administrative Manager,,,,,,,,,,,
46,Quantum Temple Passport,2021,,,,,,,Accountant,,,,,,,,,,,
47,HKMALA - Hong Kong Martial Arts Living Archive,2012,Preservation,Public engagement,Researchers and Scholars,Facilitation,,,Digital Museology Researcher,Educational Institution,Audio/Sound Design,,Traditional weapons,Historical documentation,Pictures,Motion capture,Deep-learning pattern recognition,Documentation of rituals,Motion-activated system,Interactive exhibition
47,HKMALA - Hong Kong Martial Arts Living Archive,2012,Knowledge transfer,Community collaboration,ICH Curious,,,,Media Artist,University research center,Heritage Documentation,,Acrobatic perfomances,,Audio,3D reconstruction systems,Database system,,,
47,HKMALA - Hong Kong Martial Arts Living Archive,2012,Documentation,Documentation,Cultural practitioners,Translation,Publicly Funded,,,Organization for Martial Arts Safeguarding,Holographic Projection Design & Dev.,Performing arts,Sports,Kung fu masters performances,Motion data,2D acquisition,Motion data processing tools,"Kung fu motion data, video and photographic dataset archive",Graphic motion animation,Digital archive
47,HKMALA - Hong Kong Martial Arts Living Archive,2012,Community empowerment,Educational outreach,Cultural institutions,,,,Martial Arts Expert,,Coding,,Choreography,Martial Arts oral traditions,Video,Video recording,Multimodal search and retrieval tools,Digitized copies of historical resources,Smart mirrors,Dedicated physical events
47,HKMALA - Hong Kong Martial Arts Living Archive,2012,Edutainment,,Enthusiasts,,,,Martial Arts Performers,,,,Apprenticeship,,,Annotation system,,,,
47,HKMALA - Hong Kong Martial Arts Living Archive,2012,Valorization,,General public,,,,Videographer,,,,Sports competition,,,,,,,
47,HKMALA - Hong Kong Martial Arts Living Archive,2012,,,,,,,Photographer,,,,,,,,,,,
47,HKMALA - Hong Kong Martial Arts Living Archive,2012,,,,,,,Installation Designer,,,,,,,,,,,
47,HKMALA - Hong Kong Martial Arts Living Archive,2012,,,,,,,Audio Designer,,,,,,,,,,,
47,HKMALA - Hong Kong Martial Arts Living Archive,2012,,,,,,,Documentary Producers,,,,,,,,,,,
